FID,ZID,REC_NO,REC_TYPE,DEP_NUM,REP_DATE,INFO_SRC,FIL_LINK,REP,REP_AFF,SYN,DIST,COUNTY,STATE,COUNTRY,PHYS,DRAIN,LAND_ST,QUAD1,Q1_SCALE,QUAD2,Q2_SCALE,ELEV,UTM_N,UTM_E,UTM_Z,ACC,TOWNSHIP,RANGE,SECTION,SECT_FRACT,MERIDIAN,POSITION,LOCATION,SITE_NAME,LAT,LONG,COMMOD,ORE_MAT,COM_SUB,GEN_ANAL,COM_INFO,MAJOR,MINOR,POTEN,OCCUR,NP_MAIN,NP_MINOR,PROD,LOCAL_STRU,STATUS,DISC,YR_DISC,NAT_DISC,YR_1ST_PRO,YR_LAST_PR,OWNER,OPER,EXPL_COM,DEP_TYPE,DEP_FORM,DEPTH_TOP,DEP_T_U,DEPTH_BOT,DEP_B_U,MAX_LEN,M_L_U,MAX_WID,M_W_U,MAX_THICK,M_T_U,DEP_SIZE,STRIKE,DIP,PLUNGE_DIR,PLUNGE,DEP_DESC_C,DEPTH_WK,D_WK_U,LEN_WK,L_WK_U,OV_LEN_WK,O_L_U,OV_WID_WK,O_W_U,OV_AREA_WK,O_A_U,DESC_WORK_,HR_AGE,HR_TYPE,IG_AGE,IG_TYPE,MIN_AGE,NON_ORE_MI,ORE_CNTL,TECT_SET,REG_STRUCT,ALTER_,CONC,FORM_AGE,FORM_NAME,FORM2_AGE,FORM2_NAME,IG_UNIT_AG,IG_UNIT_NA,IG2_UNIT_A,IG2_UNIT_N,GEOL_COM,GEN_COM,RF1,RF2,RF3,RF4,DESC_WORK,AP_ITEM,AP_ACC,AP_AMT,AP_U,AP_YEAR,AP_GRADE,CP_ITEM,CP_ACC,CP_AMT,CP_U,CP_YEAR,CP_GRADE,P_SOURCE,P_COM,RPR_ITEM,RPR_ACC,RPR_AMT,RPR_U,RPR_YEAR,RPR_GRADE,RPR_SOURCE,RPR_COM,R_ITEM,R_ACC,R_AMT,R_U,R_YEAR,R_GRADE,R_SOURCE,R_COM,PR_ITEM,PR_ACC,PR_AMT,PR_U,PR_YEAR,PR_GRADE,PR_SOURCE,PR_COM,REF
558,3254,W027277,X1N,19 - THOMPSON - 36,77 08, ,BLM,MC CARTHY; BLAIR M.,BLM, ,THOMPSONS - YELLOW CAT DISTRICT,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,THOMPSON,62500,4680 FT,4299630,626110,12,UNKNOWN PR,023S,021E,01, ,SALT LAKE,1.4 MILES NE OF MOLLIE HOGANS,SECTION SUBDIVISION: NE 1/4 SW 1/4 NE 1/4 OF SEC 1,JOHNS INCLINE,38-50-18N,109-32-49W,U V,CARNOTITE; URANANITE; TYUYAMUNITE; PASCOITE, , , ,U,V, , , , ,M, ,6, , ,B, , , ,CORDERO MINING CO., ,REPLACEMENT; DISSEMINATED,TABULAR, , , , , , , , , , ,MEDIUM,N 45 DEG W,3 DEG NE, , ,DEPOSIT INFORMATION IS UNAVAILABLE DUE TO FLOODING.,100,FT,700,FT, , , , , , ,LENGTH OF WORKINGS IS AN ESTIMATE BASED ON DUMP AND PREVIOUS STUDIES. ACCESS TO WORKINGS IS BY AN INCLINE WITH BOTTOM FLOODED.,JUR,SANDSTONE; MUDSTONE; SILTSTONE, , , , , ,STABLE PLATFORM,SALT ANTICLINE REGION, ,GROUND WATER SOLUTIONS,JUR,SALT WASH MBR. OF MORRISON FM., , , , , , , , ,STOKES; W. L.; 1952 ; URANIUM - VANADIUM DEPOSITS OF THE THOMPSONS AREA GRAND COUNTY; UTAH: UTAH GEOLOGICAL AND MINERAL SURVEY BULL. 46 ; 51 P., , , ,U,U ACC, ,2.32700,LB,1964,FROM 452 TONS OF ORE,U ACC ýV ACC,ý,12.924ý 6.11000,LB ýLB,UP TO 1973 ýUP TO 1973, ,UTAH GEOL AND MIN. SURVEY; 1973 ; URANIUM STUDY, , , , , , , ,MC CARTHY; B. M.; 1977,POTENTIAL RESOURCES FOR THIS DEPOSIT ARE UNKNOWN DUE TO FLOODING, , , , , , , , , , , , , , , , ,0
559,3260,W027283,X1N,19 - THOMPSON - 42,77 08, ,BLM,MC CARTHY; BLAIR M.,BLM, ,THOMPSON - YELLOW CAT,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,THOMPSON,62500,4620 FT,4298480,625730,12,UNKNOWN PR,023S,021E,12, ,SALT LAKE,1.9 MILES EAST OF MOLLIE HOGANS,SECTION SUBDIVISION: NE 1/4 SW 1/4 NW 1/4 OF SEC 12,UNKNOWN,38-49-41N,109-33-06W,U V,CARNOTITE, , , , , ,U V, , , ,S, ,4, , ,B, , , , , ,REPLACEMENT; DISSEMINATED,TABULAR,10,FT,15,FT,100,FT,40,FT,1,FT,SMALL,N 45 DEG W,2 DEG NE, , , ,15,FT,365,FT, , , , , , ,ACCESS TO WORKINGS IS BY FIVE ADITS AND SOME SURFACE CUTS.,JUR,SANDSTONE; MUDSTONE, , , , , ,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,JUR,SALT WASH MBR OF MORRISON FM, , , , , , , , ,STOKES; W. L.; 1952 ; URANIUM - VANADIUM DEPOSITS OF THE THOMPSONS AREA GRAND COUNTY; UTAH: UTAH GEOLOGICAL AND MINERAL SURVEY BULL. 46 ; 51 P., , , ,B, , , , , , , , , , , , , , ,ORE U,SML, , ,1977,0.05 % U3O8,MC CARTHY; B. M.; 1977, , , , , , , , , , , , , , , , , ,0
560,3265,W027288,X1N,19 - THOMPSON - 47,77 08, ,BLM,MC CARTHY; BLAIR M.,BLM, ,THOMPSON - YELLOW CAT DISTRICT,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,THOMPSON,62500,4620 FT,4296300,625000,12,UNKNOWN PR,023S,021E,13 14, ,SALT LAKE,1.4 MILES SE OF MOLLIE HOGANS, ,VIRGIN MARY # 1,38-48-30N,109-33-37W,U V,CARNOTITE; TYUYAMUNITE; CORVUSITE, , , , ,U V, , , , ,S, ,6, , ,B, , ,T. MILLER, , ,REPLACEMENT; DISSEMINATED,TABULAR,8,FT,10,FT,30,FT,10,FT,0.5,FT,SMALL,N 75 DEG.,2 DEG. N, , , ,10,FT,30,FT, , , , , , , ,JUR,SANDSTONE, , , , , ,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,JUR,SALT WASH MBR. OF MORRISON FM., , , , , , , , ,STOKES; W. L.; 1952 ; URANIUM - VANADIUM DEPOSITS OF THE THOMPSONS AREA GRAND COUNTY; UTAH: UTAH GEOLOGICAL AND MINERAL SURVEY BULL. 46 ; 51 P., , , ,U, , , , , , , , , , , , , , , , , , , , ,MC CARTHY; B. M.; 1977,THERE IS NO APPARENT RESOURCES FOR THIS DEPOSIT, , , , , , , , , , , , , , , , ,0
561,3291,W027731,X1N,19-MOAB-17,77 12, ,BLM,MC CARTHY; BLAIR M.,BLM, ,SEVEN - MILE DISTRICT,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,MOAB,62500,4800 FT,4282400,612570,12,UNKNOWN PR,024S,020E,34, ,SALT LAKE,2.4 MILE NE OF MONITOR BUTTE,SECTION SUBDIVISION: SE 1/4 NW 1/4 NW 1/4 OF SEC. 34,SHINARUMP NO. 1 ; 3 AND 4 MINES,38-41-06N,109-42-21W,U V CU,CARBONACEOUS MATERIAL; URANINITE; CHALCOCITE; SCHROCKINGERITE; BECQUERELITE; BORNITE; MALACHITE, , , ,U,V,CU, , , ,L, ,7,GORDON BABBEL AND NICHOLAS MURPHY,1948,B,1949, ,THORNBURG URANIUM MINING,G. E., ,REPLACEMENT,TABULAR,250,FT,300,FT,1700,FT,500,FT,25,FT,LARGE, , , , , ,150,FT,5000,FT, , , , , , ,ACCESS TO WORKINGS AS BY ADITS AND INCLINES SOME ARE CAVED AT PORTAL.,TRI,SANDSTONE; MUDSTONE, , ,TERT,BARITE; GYPSUM; CALCITE HEMATITE PYRITE, ,STABLE PLATFORM,MOAB FAULT JUST TO THE EAST, ,GROUND WATER SOLUTIONS,TRI,CHINLE FM MOSS BACK MBR., , , , , , , , ,FINCH; W. I.; 19- ; GEOLOGY OF THE SHINARUMP NO. 1 URANIUM MINE; SEVEN MILE CANYON AREA; UTAH; USGS CIRC. 336.,DROULLARD; R. F. AND E. E. JONES; 1955 ; GEOLOGY OF THE SEVEN MILE CANYON URANIUM DEPOSITS; GRAND CO. UTAH: USAEC RME-4066, , ,U, , , , , , , , , , , , , , ,ORE U,LGE, , ,1977,0.15 %,MC CARTHY; B. M.; 1977, , , , , , , , , , , , , , , , , ,0
562,2756,DB00129,X1N,19-BOW KNOT BEND-5,78 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,INTER RIVER DISTRICT,EMERY (GRAND),UT,US,11 GREEN RIVER DESERT,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,49,BOWKNOT BEND,62500, ,0,4000 FT,4275020,586010,12, ,025S,017E, , ,SALT LAKE,1.9 MILES SE OF HEY JOE MINE,LOCATED IN UNSURVEYED AREA,AILEEN MINES,38-37-17N,110-00-43W,U V, , , , ,U V, , , , , ,S, ,4, , ,B, , ,TED MILLER, , ,BEDDED, , , , , , , , , , , ,SMALL, , , , ,DEPOSIT INFORMATION UNAVAILABLE DUE TO INACCESSIBILITY, , , , , , , , , , ,MINES ARE INACCESSIBLE - 4 ADITS,TRI,SANDSTONE; MUDSTONE, , , , , ,STABLE PLATFORM, ,BLEACHING IN MUDSTONE, ,TRI,MOSS BACK MEMBER OF CHINLE FM, , , , , , , , , , , , ,U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
563,2787,DB00160,X1N,19-THE KNOLL-14,78 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,MINERAL CANYON AREA,GRAND,UT,US,11 INNER CANYONLANDS,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,30,THE KNOLL,62500, ,0,4200 FT,4265910,591880,12, ,026S,018E, , ,SALT LAKE,1.8 MILES NNW OF HORSETHIEF SPRING,LOCATED IN UNSURVEYED SECTION,MINERAL MINE,38-32-19N,109-56-45W,U V, , , , ,U V, , , , , ,S, ,4, , ,B, , , , , ,BEDDED; REPLACEMENT,LENS,20,FT,60,FT,10,FT,5,FT,6,IN,SMALL,N 52 DEG W,2 DEG SW, , , ,60,FT,135,FT, , , , , , , ,TRI,SANDSTONE; MUDSTONE, , , , , ,STABLE PLATFORM, , , ,TRI,MOSS BACK MBR. OF CHINLE FORMATION, , , , , , , , , , , , ,U, , , , , , , , , , , , , , ,ORE U,SML, , ,1978,.05 % U3O8,TRIMBLE; L. M.; 1978, , , , , , , , , , , , , , , , , ,0
564,2793,DB00166,X1N,19-THE KNOLL-20,78 02, ,BLM,TRIMBLE; LARRY M.,BLM, ,MINERAL CANYON AREA,EMERY (GRAND),UT,US,11 INNER CANYONLANDS,14 GREEN RIVER BASIN BELOW THE WHITE RIVER,49,THE KNOLL,62500, ,0,4240 FT,4273220,587180,12, ,025S,018E, , ,SALT LAKE,4.4 MILES SW OF DEADMAN SPRING.,LOCATED IN UNSURVEYED SECTION. SITUATED ON INSIDE OF BOWKNOT BEND OF GREEN RIVER.,UNKNOWN,38-36-18N,109-59-56W,U V, , , , ,U V, , , , , ,S, ,4, , ,B, , , , , ,BEDDED; REPLACEMENT, , , , , , , , , , , ,SMALL, , , , ,MINE IS INACCESSABLE; DEPOSIT INFORMATION UNAVAILABLE, , , , , , , , , , ,MINE IS INACCESSABLE,TRI,SANDSTONE, , , , , ,STABLE PLATFORM, , , ,TRI,MOSS BACK MEMBER OF CHINLE FM., , , , , , , , , , , , ,U, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
565,2887,DC12721,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,GREEN RIVER,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,025S,017E,21, ,SL, , ,HEY JOE MINE, , ,U V, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,UTAH G & MS; BULL. 79; 1966; P. 47, , ,CONSV. DIV. COMP. DATE; 06-17-1971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
566,2919,DC12756,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,GREEN RIVER,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,026S,017E,12 13, ,SL, , ,ALMOST MINE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,UTAH G & MS BULL. 79; 1966; P. 46,UTAH G & MS BULL. 84; 1970; P. 17, ,CONSV. DIV. COMP. DATE; 06-14-1971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
567,2920,DC12757,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS,UTAH ML-8066 CLAIM,MOAB,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,026S,021E,32, ,SL, ,CAVE CANYON,SECTION 32 MINE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS,USGS BULL. 1222-H; 1966; PL 1, ,CONSV. DIV. COMP. DATE; 08-31-1970, , , , , , , ,U EST, ,10.000,TONS,1955-1962; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
568,2934,DC12966,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,022S,023E,26, ,SL,SW 1/4, ,RED VANADIUM GROUP, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,OWNED BY UCN,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-05-1970, , , , , , , ,U EST, ,1.00000,TONS,1949-1959; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
569,2939,DC12971,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,YELLOW CAT (THOMPSON),GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,022S,023E,36, ,SL,SE 1/4, ,RINGTAIL MINE, , ,U V, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,OPERATED BY ANTHONY PENE; MOAB,UG & MS BULL. 79; 1966; P. 47, , ,CONSV. DIV. COMP. DATE; 06-14-1971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
570,2940,DC12999,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,GREEN RIVER,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,018E,20 22 24 2, ,SL,ALSO SEC 30, ,DESERT RAT, , ,U V, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,OPERATED BY GUS & LEE MORRIS,UG & MS BULL. 79; 1966; P. 47, , ,CONSV. DIV. COMP. DATE; 06-14-1971, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
571,2971,DC13047,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , ,CISCO,24000, ,0,0,0,UNKNOWN PR,022S,022E,31, ,SL,NW 1/4 SE 1/4, ,BLACKSTONE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,DISCOVERED BY USGS DRILLING,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-05-1970, , , , , , , ,U EST, ,0.10000,TONS,1954-1955; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
572,2976,DC13052,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,022S,022E,31, ,SL, , ,LITTLE PITTSBURG #6, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,OWNED BY UTAH ALLOY ORES INC,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-12-1970, ,U EST, ,0.01000,TONS,1952,.28 % U OXIDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
573,2991,DC13067,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS,STATE LEASE 5824,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,021E,02, ,SL, , ,MCCULLAH INCLINE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,UG & MS BULL. 79; 1966; P. 46,HILPERT'S FILE; USGS, ,CONSV. DIV. COMP. DATE; 11-05-1970, , , , , , , ,U EST, ,1.00000,TONS,1958-1964; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
574,2996,DC13072,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,021E,14 23, ,SL,N 1/2 SEC. 23, ,DIXIE JOYCE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-05-1970, ,U EST, ,0.01000,TONS,1958,.25 % U OXIDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
575,3003,DC13080,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,022E,06, ,SL, , ,A-1; A-2; A-3, , ,U V, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS,UG & MS BULL. 79; 1966; P. 47,UG & MS BULL. 84; 1970; P. 16,CONSV. DIV. COMP. DATE; 11-12-1970, , , , , , , ,U EST, ,0.10000,TONS,1952-1964; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
576,3008,DC13085,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,022E,06, ,SL, , ,ALLOR #26, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-12-1970, , , , , , , ,U EST, ,0.10000,TONS,1956-1957; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
577,3014,DC13091,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , ,THOMPSON, , ,0, ,0,0,0,UNKNOWN PR,023S,022E,06, ,SL,NW 1/4, ,PARCO #2, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-12-1970, , , , , , , ,U EST, ,1.00000,TONS,1949-1959; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
578,3028,DC13106,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,022E,06, ,SL, , ,PARCO #15, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-13-1970, ,U EST, ,0.01000,TONS,1952,.14 % OXIDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
579,3034,DC13113,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,024E,24, ,SL,NW 1/4, ,GLORY HOLE, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-06-1970, ,U EST, ,0.01000,TONS,1953,.25 % U OXIDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
580,3039,DC13118,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,024E,05 12, ,SL,N 1/2 SEC. 12., ,LAST DOLLAR, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-05-1970, , , , , , , ,U EST, ,0.10000,TONS,1951-1954; 0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
581,3040,DC13119,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,THOMPSON,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,023S,025E,25, ,SL, , ,BLUE CHIEF MESA CLAIMS, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,HILPERT'S FILE; USGS, , ,CONSV. DIV. COMP. DATE; 11-05-1970, ,U EST, ,0.01000,TONS,1952,.23 % U OXIDE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
582,3045,DC13128,X1N, ,74 06, ,CONSV,CONSERVATION DIVISION FILES,USGS, ,GREEN RIVER,GRAND,UT,US, , , , , , ,0, ,0,0,0,UNKNOWN PR,024S,020E,27, ,SL, , ,SHINARUMP #3, , ,U, , , , , , , , , , ,Y, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,USBM MIN. YEARBOOK; 1957; VOL 3; P. 1119,UG & MS BULL. 79; 1966; P. 46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
583,3134,W026918,X1N,19 - POLAR MESA - 12,77 06, ,BLM,MC CARTHY; BLAIR M.,BLM,BONANZA - CORVUSITE,GATEWAY,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,POLAR MESA,62500,7480 FT,4275810,666550,12,UNKNOWN PR,025S,026E,20, ,SALT LAKE,2.2 MILES NORTH OF KIRKS BASIN,SECTION SUBDIVISION: NW; SW; SW; SEC. 20,BONANZA 1 AND 2,38-37-01N,109-05-13W,U V,URANINITE; COFFINITE; MONTROSEITE; CARNOTITE; TYUYAMUNITE; RAMMELSBERGITE; CORVUSITEMITE, , , ,U V, , , , , ,M, ,7, , ,B, , ,TULUCO INC.,E.E. LEWIS INC., ,REPLACEMENT,TABULAR; BLANKET,40,FT,100,FT,150,FT,700,FT,8,FT,MEDIUM,N 52 DEG W,4 DEG NE, , ,ORE TREND FOLLOWS CHANNEL SYSTEM,65,FT,1000,FT, , , , , , ,WORKINGS CONSIST OF FOUR ADITS; TWO OF WHICH ARE OF EXTENSIVE LENGTH AND WERE NOT VISITED DUE TO PARTIAL FLOODING AND WARNINGS OF BAD AIR.,JUR,SANDSTONE; MUDSTONE, , , , ,CHANNEL SYSTEM,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,JUR,MORRISON FORMATION; SALT WASH MEMBER, , , , , , , , ,EICHER; L.J. AND MILLER; A.; 1956 ; GATEWAY DISTRICT; MESA CO. COLORADO AND GRAND CO. COLO.; FROM GEOLOGIC INVESTIGATIONS OF URANIUM DEPOSITS; US AEC TEI 620, , , ,U,U ACC ýU ACC ýU ACC ýU ACC ýV ACC ýV ACC ý11.186,ý ý ý ý ý ý,0.71800ý 5.93400ý 2.18900ý 1.36300ý 3.90200ý 27.621,LB ýLB ýLB ýLB ýLB ýLB ýLB,1960ý1959ý1958ý1957ý1960ý1959ý1958,U3O8 ýU3O8 ýU3O8 ýU3O8 ýV2O5 ýV2O5 ýV2O5,U ACC ýV ACC,ý,104.993ý 50.183,LB ýLB,TO 1973 ýTO 1973,U3O8 ýV2O5, , ,ORE U,MED, , ,1977,.15 % U3O8,MC CARTHY; BLAIR M. 1977, , , , , , , , , , , , , , , , , ,0
584,3148,W026932,X1N,19 - POLAR MESA - 26,77 06, ,BLM,MC CARTHY; BLAIR M.,BLM, ,GATEWAY DISTRICT,GRAND,UT,US,11 SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49, , ,POLAR MESA,62500,7520 FT,4281530,660950,12,UNKNOWN PR,024S,025E,34, ,SALT LAKE,2.3 MILES SOUTHEAST OF COWHEAD HILL,SECTION SUBDIVISION: SW 1/4 ; SW 1/4 ; SE 1/4 ; SECTION 34,FOSTER,38-40-11N,109-09-00W,U V,CARNOTITE; COFFINITE; MONTROSEITE, , , ,U,V, , , , ,M, ,6, , ,B, , ,UNION CARBIDE, , ,DISSEMINATED; REPLACEMENT,TABULAR; BLANKET,45,FT,65,FT,300,FT,100,FT,3,FT,MEDIUM,N 45 DEG W,3 DEG NE, , , ,50,FT,500,FT, , , , , , ,PARTLY CAVED,JUR,SANDSTONE; MUDSTONE, , , , , ,STABLE PLATFORM, , ,GROUNDWATER SOLUTIONS,JUR,MORRISON FORMATION; SALT WASH MEMBER, , , , , , , , ,EICHER; L.J. AND MILLER; G.A. 1956 ; GATEWAY DISTRICT; MESA CO. COLORADO AND GRAND CO.; UTAH; IN GEOLOGIC INVESTIGATIONS OF RADIOACTIVE DEPOSITS; US AEC TEI 620, , , ,U, , , , , , ,U ACC, ,1.66500,LB,TO 1973,U3O8,UGMS INVESTIGATION 1973, ,ORE U,MED, , ,1977,.15 % U3O8,BLAIR MC CARTHY; 1977, , , , , , , , , , , , , , , , , ,0
